Profil,Disponibilité,Lieu_de_recherche,Points_forts,Compétence,Expérience,Contrat,Metier_regroupe,Experience_mois,Departement,candidat_id
Reconversion dans l'analyse de données.,immédiate,76 - ROUEN,,Analyse de données expérimentales Intermédiaire Conception et analyse denquête Intermédiaire Langages de programmation informatique Avancé Logiciels de gestion de base de données Intermédiaire Modélisation statistique Avancé,Data Anlyst OpenClassrooms Bac3 Bac4 ou équivalents 3 Ans,CDD,Autre,36.0,76,649
Ingénieur en données diplomée doublée d'une développeuse web experimentée.,immédiate,25 - BESANÇON,,Algorithmique Anglais technique Application des méthodes de machine learning dans BI Architecture web CSS Déploiement de services cloud cloud computing Docker Framework Spring Génie logiciel Gestion de versions de logiciels de jeux HTML Informatique scientifique et technique Intelligence artificielle Java Kubernetes Langages de programmation informatique Maîtrise dun outil de gestion de flux Kafka Flink… Microsoft Exchange Server MySQL Nodejs Outil Maven Programmation en Python Programmation logicielle Scala Search Engine Marketing SEM Sécurité physique des datacenters SharePoint Système dexploitation Linux Technologies SPARK Framework,Microsoft Certified Azure Fundamentals 5 Ans,CDD,Autre,60.0,25,650
Consultant / Analyste financier,immédiate,75 - PARIS 01,Analyse et sélection de fonds OPCVM Corporate finance Evaluation dentreprise Modélisation financière Anglais,Prendre une décision et lexpliquer,Certification SAGE 100 Cloud Comptabilité Finance Bac5 et plus ou équivalents 3 Ans,CDD,Autre,36.0,75,651
Trained physicist looking for a jobs in fundamental physics research and machine learning applications,immédiate,04 - DIGNE-LES-BAINS,Faire preuve dautonomie Faire preuve de rigueur et de précision Travailler en équipe Déterminer et développer les méthodes de recherche de recueil et danalyse de données Réaliser et vérifier des calculs de mathématiques généraux ou appliqués,Analyser exploiter structurer des données Avancé Déterminer et développer les méthodes de recherche de recueil et danalyse de données Avancé,5 Ans,CDD-alternance,Autre,60.0,04,652
"Ingénierie Informatique, traitement d’image et sur les transports.",immédiate,74 - ANNECY,Faire preuve de curiosité Faire preuve de persévérance Travailler en équipe,Algorithmique Avancé Business Intelligence BI Informatique décisionnelle Avancé CSS Débutant Géographie des transports Avancé Gestion des configurations HTML Débutant Informatique industrielle Informatique scientifique et technique Avancé Java Intermédiaire Langage C Débutant Langages de programmation informatique Intermédiaire Pascal Intermédiaire PHP Débutant Programmation en Python Avancé Programmation logicielle Script Shell Avancé Systèmes dexploitation informatique Systèmes dinformation de gestion Intermédiaire Systèmes de gestion des transports Transport Management System TMS Intermédiaire Technologies de laccessibilité numérique,Doctorat en transports ferroviaires Bac5 et plus ou équivalents 4 Ans,CDI,Autre,48.0,74,653
"Game designer, 3C designer, System designer",immédiate,28 - CHARTRES,,Ecrire une ou plusieurs langues étrangères,Mastère en Game Design à Isart Digital à Paris Bac5 et plus ou équivalentsCette Formation contient une pièce jointe 1 Ans,CDD-alternance,Autre,12.0,28,654
chef de projet digital,immédiate,68 - MULHOUSE,de growth hacking Figma Méthodologie Scrum Optimisation des processus datelier Techniques de marketing digital,Architecture web Débutant Blockchain Intermédiaire Connaissances en techniques de communication technologies de linformation Internet vidéo réseaux sociaux LinkedIn Twitter… multimédia Intermédiaire CSS Intermédiaire Écriture de scénario Intermédiaire Gestion de données Avancé Google Analytics Intermédiaire HTML Avancé Java Intermédiaire Microsoft Dynamics CRM Avancé Module logiciel Intermédiaire Pratique du basketball Avancé Pratique du football Avancé Pratique du golf Avancé Pratique du tennis Avancé Programmation en Python Avancé Salesforce Intermédiaire Suite bureautique LibreOffice Intermédiaire WordPress CMS Intermédiaire,Master Pstb Iabusiness Transformation Bac5 et plus ou équivalents 4 Ans,CDD-alternance,Chef de projet/Scrum Master,48.0,68,655
PMO/ Project Engineer,immédiate,54 - NANCY,,Concevoir et gérer un projet Définir la stratégie des systèmes dinformations,Bachelor of Engineering Bac5 et plus ou équivalents 4 Ans,Intérim,Autre,48.0,54,656
Materials Scientist (computational),immédiate,40 - MONT-DE-MARSAN,C Programmation en Python Adapter les outils de traitement statistique de données Concevoir des modèles théoriques calcul simulation modélisation Modélisation statistique,Algorithmique Avancé Analyse de données expérimentales Avancé Application des méthodes de machine learning dans BI C Intermédiaire Chimie Avancé Langages de programmation informatique Intermédiaire Logiciels de gestion de base de données Intermédiaire Modélisation et simulation Avancé Modélisation statistique Avancé Programmation en Python Intermédiaire,Research Associate Centre National de la Recherche Scientifique CNRS Montpellier 2 Ans,CDD-alternance,Autre,24.0,40,657
Ingénieur Devops,immédiate,06 - NICE,,Anglais technique Application des méthodes de machine learning dans BI Docker Gestion de bases de données NoSQL Informatique scientifique et technique Java Kubernetes Langage C Langages de programmation informatique PHP Pratique du sambo Programmation en Python Programmation orientée objet POO Réseaux informatiques et télécoms Script Shell Sécurité des systèmes embarqués Service de conciergerie Système dexploitation Linux Système dexploitation Windows Systèmes dinformation de gestion XML,Stagiaire Devops Toulouse 4 Ans,CDD-alternance,DevOps,48.0,06,658
Développeur web junior Javascript node,immédiate,59 - LILLE,Anglais technique Préparer et animer une réunion un groupe de travail un atelier WordPress CMS Javascript Anglais,Algorithmique Intermédiaire Anglais technique Intermédiaire Application web Intermédiaire CSS Avancé Gestion de bases de données NoSQL Intermédiaire HTML Avancé Langages de programmation informatique Intermédiaire PHP Intermédiaire Programmation en JavaScript Avancé WordPress CMS Intermédiaire,Permis de conduire catégorie B 2 Ans,CDI,Développeur,24.0,59,659
Technicien de maintenance de réseaux informatique,immédiate,54 - NANCY,Faire preuve dautonomie Sadapter aux changements Travailler en équipe Configurer le poste de travail aux besoins de lutilisateur,Chiffragecalcul de coût Avancé Gestion de linventaire Intermédiaire Gestion de Maintenance Assistée par Ordinateur GMAO Avancé Gestion de parc informatique Avancé Logiciel de traitement de texte Avancé Système dexploitation Linux Avancé Système dexploitation Windows Avancé Système informatique embarqué ou fixe Utilisation de logiciels de tableur Avancé,formation RNCP administrateur système et réseau Bac3 Bac4 ou équivalents 2 Ans,CDD-alternance,Autre,24.0,54,660
"Responsable IT, Chef de Projet IT",immédiate,40 - MONT-DE-MARSAN,Animer coordonner une équipe Concevoir et gérer un projet Gestion de crise Modèle informatique clientserveur Anglais,Analyser les besoins informatiques Concevoir et organiser une solution blockchain Concevoir un logiciel un système dinformations une application Contrôler la conformité des données Créer une documentation technique Déployer intégrer un logiciel un système dinformations une application Gérer des données massives Gérer une base de données numériques Intégrer des outils IAData Science Paramétrer un logiciel métier et linterfacer à dautres applicatifs,DUT GEA Option GPAMO Bac2 ou équivalents 5 Ans,CDD-alternance,Chef de projet/Scrum Master,60.0,40,661
"Recherche de mon premier travail: ""Consultant Marin/Renouvelables"", ""Biologiste Marin""",immédiate,74 - ANNECY,Faire preuve dautonomie Ingénieurie Biologie Marine Communiquer les résultats des études aux parties prenantes Anglais,Concevoir des modèles théoriques calcul simulation modélisation Concevoir et animer une démarche dinnovation Concevoir et coordonner un programme un projet de recherche Conduire des travaux détudes et de recherche Créer concevoir de nouveaux produits ou des améliorations produits Déterminer des axes dévolution technologiques Réaliser une étude Avancé Réaliser une étude de brevetabilité Réaliser une veille technique ou technologique pour anticiper les évolutions,MSc in International Marine Science Bac5 et plus ou équivalentsCette Formation contient une pièce jointe 1 Ans,Intérim,Autre,12.0,74,662
"Pilote Professionnel  (CPL IR-ME, MCC, UPRT)",immédiate,57 - METZ,Caractéristiques techniques des aéronefs Météorologie Terminologie aéronautique IATA alphabet aéronautique Pilote de Ligne Avion PL pratique ATPL Anglais,Anglais technique Ingénierie aérospatiale Avancé Météorologie Radiocommunication aéronautique Avancé,Ingénieur Production PN MARS 3 Ans,CDI,Autre,36.0,57,663
CONSULTANT ENVIRONNEMENTAL - BUSINESS DEVELOPER - RSE,immédiate,40 - MONT-DE-MARSAN,Business Development négociations internationales CSRD Management de la chaîne logistique Supply chain management RSE reporting ESG Anglais,Contactologie Intermédiaire Économie du développement durable Avancé Knowledge Management Avancé Logiciels comptables Management de la chaîne logistique Supply chain management Avancé Microsoft Excel Avancé Suite bureautique LibreOffice Avancé,Master of Science in Sustainable Management EcoInnovation RENNES BUSINESS SCHOOL Bac5 et plus ou équivalents 4 Ans,CDD,Développeur,48.0,40,664
"Docteur en Automatique, traitement du signal et des images",immédiate,06 - NICE,Faire preuve dautonomie Collecter et analyser des données des informations Concevoir des modèles théoriques calcul simulation modélisation Langages de programmation informatique Structurer synthétiser des informations,Favoriser un environnement de travail collaboratif Intermédiaire Parler une ou plusieurs langues étrangères Avancé Prendre la parole en public Intermédiaire Préparer et animer une réunion un groupe de travail un atelier Intermédiaire Relayer de linformation Intermédiaire Rendre compte de son activité Intermédiaire Travailler en groupe en réseau Intermédiaire,Doctorat en automatique traitement du signal et des images Bac5 et plus ou équivalentsCette Formation contient une pièce jointe 1 Ans,Intérim,Autre,12.0,06,665
Analyste Quantitatif Risque de Crédit,immédiate,35 - RENNES,Communiquer les résultats des études aux parties prenantes Définir et faire évoluer des procédés de traitement de linformation Réaliser une étude Adapter les outils de traitement statistique de données,Adapter les outils de traitement statistique de données Débutant Définir et faire évoluer des procédés de traitement de linformation Réaliser un modèle de prévision,Analyste Risque de Crédit Banque Internatioale à Luxembourg LuxembourgCette Expérience contient une pièce jointe 3 Ans,CDD,Autre,36.0,35,666
